X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.328595055991812,33.845086967246417,98934294,211,,Health and Mental Health,Mental Health Counseling,,,Star View Community Services - Torrance Office,370 S. Crenshaw Blvd.,,Torrance,CA,,"Service/Intake (310) 787-1500,  FAX (310) 787-9713",www.starsinc.com,,,1033,"The agency provides mental health services for youth who have serious behavioral problems at home and/or school, and their families in Los Angeles County.",90505,http://egis3.lacounty.gov/lms/?p=1033,publish,33.845087,-118.328595,2013-06-01T11:50:56.000Z,,,6461888.64401564,1766167.08441247
-118.396932055544539,34.023221966909254,98934297,211,,Health and Mental Health,Mental Health Counseling,,,Exodus Recovery Inc,3828 Delmas Terrace,,Culver City,CA,"Monday through Sunday, 24 hours per day. ","24 hour service number Service/Intake (310) 253-9494,  Administration (310) 945-3350",www.exodusrecoveryinc.com,,,1035,The agency provides mental health services to individuals who live in Los Angeles County.,90232,http://egis3.lacounty.gov/lms/?p=1035,publish,34.023222,-118.396932,2013-06-01T11:50:56.000Z,,,6441393.41204031,1831068.79023872
-118.319321956061387,34.101862636682348,98934298,211,,Health and Mental Health,Mental Health Counseling,,,Salvation Army Corps Community Center - Hollywood,5941 Hollywood Blvd,,Los Angeles,CA,,"General Information Service/Intake and Administration (323) 960-0640, Weingart Youth Center - After School Program Service/Intake (323) 960-0643",http://www.salvationarmy-socal.org,,,1039,The agency provides pastoral counseling services and recreational programs for people in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=1039,publish,34.10186267,-118.3193219,2013-06-01T11:50:56.000Z,,,6465001.37335446,1859603.71643648
-118.561761756365186,34.243253346600142,98934307,211,,Health and Mental Health,Mental Health Counseling,,,Hollywood And Vine Recovery Center,19642 Ballinger St,,Northridge,CA,"SITE HOURS: Monday through Sunday, 9:00am to 9:00pm. ",Service/Intake and Hotline (818) 917-8500,,,,1050,"The agency provides counseling services for adults age 18 and older, residential treatment for substance abuse for adults age 18 and older, and substance abuse services for people of all ages.",91324,http://egis3.lacounty.gov/lms/?p=1050,publish,34.24325338,-118.5617617,2013-06-01T11:50:56.000Z,,,6391895.2511943,1911379.23591673
-118.376902056256156,33.748434967555347,98934315,211,,Health and Mental Health,Mental Health Counseling,,,Ride To Fly,50 Narcissa Dr.,,Rancho Palos Verdes,CA,SITE HOURS: Monday through Friday ,"Service/Intake (310) 541-4201, Contact: Susan Daigh Service/Intake (310) 541-4201",www.pathintl.org,,,1052,"The organization provides services for people of all ages who have disabilities, including physical, emotional and learning disabilities.",90275,http://egis3.lacounty.gov/lms/?p=1052,publish,33.748435,-118.376902,2013-06-01T11:50:56.000Z,,,6447087.8376593,1731044.48372605
-118.414437056611959,34.393167965753008,98934319,211,,Health and Mental Health,Mental Health Counseling,,,Heads Up Inc,15842 Iron Canyon Rd.,,Santa Clarita,CA,,"Service/Intake and Administration (661) 297-7433,  Service/Intake (661) 312-6184,  FAX (661) 298-2687",www.headsuptherapy.org,,,1056,The agency provides services for youth and adults with disabilities and for at risk youth in Los Angeles County.,91351,http://egis3.lacounty.gov/lms/?p=1056,publish,34.393168,-118.414437,2013-06-01T11:50:56.000Z,,,6436644.2187828,1965719.31752506
-118.325322056554455,34.003533967162276,98934320,211,,Health and Mental Health,Mental Health Counseling,,,A Home For Us Foundation Inc,2918 W. Vernon Ave.,,Los Angeles,CA,"Monday through Friday, 9:00am to 8:00pm; Saturday, 10:00am to 2:00pm; additional Saturday hours available. ","Main Number and After Hours Calls Service/Intake and Administration (323) 497-8150,  FAX (323) 348-4327, Until 7pm. Service/Intake and Administration (323) 348-4134, Additional number Service/Intake (213) 401-5633",,,,1057,The agency provides counseling services and substance abuse services to individuals who live in Los Angeles County.,90008,http://egis3.lacounty.gov/lms/?p=1057,publish,34.003534,-118.325322,2013-06-01T11:50:56.000Z,,,6463069.14559163,1823826.00977682
-118.352527055564394,33.928972167183417,98934323,211,,Health and Mental Health,Mental Health Counseling,,,A Home For Us Foundation Inc - Counseling Satellite,11616 S Hawthorne Blvd,,Hawthorne,CA,,"Site Phone Service/Intake (323) 348-4134, Main Number and After Hours Calls Service/Intake and Administration (323) 497-8150,  FAX (323) 348-4327, Additional After Hours calls Service/Intake (213) 401-5633",,,,1058,The agency provides counseling services and substance abuse services to individuals who live in Los Angeles County.,90250,http://egis3.lacounty.gov/lms/?p=1058,publish,33.9289722,-118.352527,2013-06-01T11:50:56.000Z,,,6454728.50676113,1796719.34515823
-118.130375056115611,34.013969966954484,98934326,211,,Health and Mental Health,Mental Health Counseling,,,Paladin Eastside Psychological Services,111 S. Garfield Ave.,,Montebello,CA,,"FAX (323) 890-1167,  Service/Intake and Administration (323) 890-0180",www.paladineastside.com,,,1060,"The agency provides Victims of Crime counseling for people in Los Angeles, San Bernardino, Riverside, and Orange Counties.",90640,http://egis3.lacounty.gov/lms/?p=1060,publish,34.01397,-118.130375,2013-06-01T11:50:56.000Z,,,6522160.10385305,1827489.94733082
-118.215991056224368,33.95546096704846,98934327,211,,Health and Mental Health,Mental Health Counseling,,,Jade Family Services,3071 Firestone Blvd.,,South Gate,CA,,323-564-JADE Service/Intake and Administration (323) 564-5233,,,,1062,"The agency provides youth services for at risk youth from Bell, Cudahy, Florence/Firestone, Huntington Park, Maywood, South Gate, and Walnut Park.",90280,http://egis3.lacounty.gov/lms/?p=1062,publish,33.955461,-118.215991,2013-06-01T11:50:56.000Z,,,6496168.40058722,1806242.05052222
-118.218920055935243,33.979874967370179,98934329,211,,Health and Mental Health,Mental Health Counseling,,,Jade Family Services - Huntington Park,6550 Miles Ave.,,Huntington Park,CA,,323-564-JADE Service/Intake and Administration (323) 564-5233,,,,1063,"The agency provides youth services for at risk youth from Bell, Cudahy, Florence/Firestone, Huntington Park, Maywood, South Gate, and Walnut Park.",90255,http://egis3.lacounty.gov/lms/?p=1063,publish,33.979875,-118.21892,2013-06-01T11:50:56.000Z,,,6495299.49681322,1815128.72631839
-117.962508056921962,34.087950967335871,98934334,211,,Health and Mental Health,Mental Health Counseling,,,City Of Baldwin Park Department Of Recreation And Community Services - Teri G. Muse Family Service Center,14305 Morgan St.,,Baldwin Park,CA,"Monday through Thursday, 11:00am to 5:00pm. ","Service/Intake and Administration (626) 813-5270,  FAX (626) 851-3676",www.baldwinpark.com,,,1069,"The Baldwin Park Recreation and Community Services Department provides counseling services, emergency food, health services, personal goods, services for older adults, transportation and youth services for people who live in Baldwin Park including specialized services for senior citizens and for youth.",91706,http://egis3.lacounty.gov/lms/?p=1069,publish,34.087951,-117.962508,2013-06-01T11:50:56.000Z,,,6573022.26295531,1854389.57200915
-118.361487055575509,33.943452967252512,98934336,211,,Health and Mental Health,Mental Health Counseling,,,Catholic Charities Of Los Angeles - St. Margaret's Center,10217 Inglewood Ave.,,Lennox,CA,"Monday through Friday, 8:30am to 12:00 noon; and 1:00pm to 5:00pm. ","Catholic Counseling Services - John Sexton Service/Intake (310) 392-8701 Ext.105,  Service/Intake (310) 672-2208,  FAX (310) 672-1841",www.CatholicCharitiesLA.org,,,1071,"The center provides advocacy, counseling services, emergency food, immigration services and utility bill assistance to individuals in the South Bay area.",90304,http://egis3.lacounty.gov/lms/?p=1071,publish,33.943453,-118.361487,2013-06-01T11:50:56.000Z,,,6452029.38387856,1801998.84969106
-118.303890056452531,33.90286996755168,98934341,211,,Health and Mental Health,Mental Health Counseling,,,Center For The Pacific Asian Family - Gardena,14112 S. Kingsley Dr.,,Gardena,CA,,Administrative (310) 784-2525,www.nurturingchange.org,,,1074,"The center provides child abuse services, domestic violence services, shelter, sexual assault services, volunteer opportunities, and welfare-to-work support services.",90247,http://egis3.lacounty.gov/lms/?p=1074,publish,33.90287,-118.30389,2013-06-01T11:50:56.000Z,,,6469454.15447514,1787172.02599831
-118.413965055591603,34.151000966186842,98934348,211,,Health and Mental Health,Mental Health Counseling,,,Coldwater Counseling Center,4419 Coldwater Canyon Ave.,,Studio City,CA,SITE HOURS: Hours are set by appointment only. ,Service/Intake and Administration (818) 508-0703,www.coldwatercounselingcenter.org,,,1080,The center provides counseling for people of all ages.,91604,http://egis3.lacounty.gov/lms/?p=1080,publish,34.151001,-118.413965,2013-06-01T11:50:56.000Z,,,6436423.66771472,1877590.41733964
-118.381896656566539,34.075283056373678,98934349,211,,Health and Mental Health,Mental Health Counseling,,,Psychological Trauma Center,8730 Alden Dr,,Los Angeles,CA,"Monday through Friday, 9:00am to 3:00pm. ","FAX (310) 423-1081,  Service/Intake and Administration (310) 423-3506",ptcweb.org,,,1081,The center provides counseling for students and staff at schools in which a violent or traumatic event disrupted the school or classroom environment in the Los Angeles County area.,90048,http://egis3.lacounty.gov/lms/?p=1081,publish,34.07528309,-118.3818966,2013-06-01T11:50:56.000Z,,,6446021.3437293,1849997.04962623
-118.415269055811493,34.047612966944314,98934351,211,,Health and Mental Health,Mental Health Counseling,,,Belmar Child And Family Center,10345 W. Pico Blvd.,,Los Angeles,CA,SITE HOURS: Hours Vary ,Administrative (310) 390-2703,,,,1082,The center provides counseling services for youth who attend schools in Los Angeles Unified School District or who live within the boundaries of the school district.,90064,http://egis3.lacounty.gov/lms/?p=1082,publish,34.047613,-118.415269,2013-06-01T11:50:56.000Z,,,6435873.70129497,1839967.52965906
-118.444617056137631,34.058757967062654,98934353,211,,Health and Mental Health,Mental Health Counseling,,,Center For The Research And Treatment Of Anorexia Nervosa,10921 Wilshire Blvd.,,Los Angeles,CA,,Service/Intake (310) 208-7330,,,,1084,The center provides counseling services and health services for people of all ages in Los Angeles.,90024,http://egis3.lacounty.gov/lms/?p=1084,publish,34.058758,-118.444617,2013-06-01T11:50:56.000Z,,,6427001.36503705,1844061.39843981
-118.445991056166079,34.05939696668608,98934355,211,,Health and Mental Health,Mental Health Counseling,,,Chicago School Of Professional Psychology Counseling Center,1145 Gayley Ave.,,Los Angeles,CA,"Monday through Sunday, 9:00am to 9:00pm. ","Service/Intake (310) 208-3120,  FAX (310) 208-0684, Orange County Site Service/Intake (949) 737-5460,  Service/Intake (310) 481-5900",www.thechicagoschool.edu,,,1087,The center provides counseling services for people of all ages who live in Los Angeles County.,90024,http://egis3.lacounty.gov/lms/?p=1087,publish,34.059397,-118.445991,2013-06-01T11:50:56.000Z,,,6426586.23200905,1844295.78412589
-118.289232055705767,34.021930966811126,98934357,211,,Health and Mental Health,Mental Health Counseling,,,Usc Psychology Services Center,1002 Childs Way,,Los Angeles,CA,"Monday through Thursday, 9:00am to 8:00pm; Friday, 9:00am to 5:00pm. ",Service/Intake and Administration (213) 740-1600,,,,1088,"The center provides counseling services for children, adolescents and adults who live in Los Angeles County.",90089,http://egis3.lacounty.gov/lms/?p=1088,publish,34.021931,-118.289232,2013-06-01T11:50:56.000Z,,,6474026.82282323,1830487.58438015
-118.535875055815481,34.222224966420534,98934358,211,,Health and Mental Health,Mental Health Counseling,,,San Fernando Valley Counseling Center,8350 Reseda Blvd.,,Northridge,CA,"Monday through Friday, 9:00am to 9:00pm; Saturday, 9:00am to 5:00pm. ",Service/Intake (818) 341-1111 Ext.382,www.sfvcc.org,,,1089,The center provides counseling services for people of all ages who live in or near the San Fernando Valley.,91324,http://egis3.lacounty.gov/lms/?p=1089,publish,34.222225,-118.535875,2013-06-01T11:50:56.000Z,,,6399677.83175772,1903684.02132031
-118.011993056525199,33.916912967247434,98934359,211,,Health and Mental Health,Mental Health Counseling,,,Biola Counseling Center,12625 La Mirada Blvd.,,La Mirada,CA,,Service/Intake (562) 903-4800,www.biolacounselingcenter.org,,,1090,The center provides counseling services for people of all ages who live in the Los Angeles County area.,90638,http://egis3.lacounty.gov/lms/?p=1090,publish,33.916913,-118.011993,2013-06-01T11:50:56.000Z,,,6558031.62987889,1792143.42156731
-118.155809057032428,34.015581966793476,98934361,211,,Health and Mental Health,Mental Health Counseling,,,United States Department Of Veterans Affairs - East Los Angeles Vet Center,5400 E. Olympic Blvd.,,Los Angeles,CA,,"Service/Intake (323) 728-9966,  FAX (323) 887-1082",www.va.gov,,,1092,"The center provides counseling services to veterans who live, primarily in the East Los Angeles area and in the San Gabriel Valley.",90022,http://egis3.lacounty.gov/lms/?p=1092,publish,34.015582,-118.155809,2013-06-01T11:50:56.000Z,,,6514453.22884689,1828087.55801223
-118.440621055930308,34.28028496601695,98934363,211,,Health and Mental Health,Mental Health Counseling,,,Valley Family Center,302 S. Brand Blvd.,,San Fernando,CA,,"FAX (818) 898-3382,  Service/Intake and Administration (818) 365-8588",,,,1093,"The center provides counseling services, domestic violence services, and education services for people of all ages.",91340,http://egis3.lacounty.gov/lms/?p=1093,publish,34.280285,-118.440621,2013-06-01T11:50:56.000Z,,,6428565.08303823,1924673.04102197
-118.567232556366179,34.242592365937014,98934367,211,,Health and Mental Health,Mental Health Counseling,,,Phillips Graduate Institute - California Family Counseling Center,19900 Plummer St,,Chatsworth,CA,,"Spanish Counseling Service/Intake (818) 386-5690 Ext.225, School Admissions Service/Intake (818) 386-5660, School Admissions Service/Intake (818) 386-5660, Spanish Parenting Classes Service/Intake (818) 386-5600 Ext.231 or 354,  FAX (818) 386-5694,  Servi",www.pgi.edu,,,1094,"The center provides counseling services, domestic violence services, and post-secondary education.",91311,http://egis3.lacounty.gov/lms/?p=1094,publish,34.2425924,-118.5672325,2013-06-01T11:50:56.000Z,,,6390240.53140664,1911147.98211415
-118.248718055847888,33.943438967121601,98934370,211,,Health and Mental Health,Mental Health Counseling,,,Kaiser Permanente - Watts Counseling And Learning Center,1465 E. 103rd St.,,Los Angeles,CA,"SITE HOURS: Monday through Friday, 8:00am to 7:00pm; and Saturday, 9:00am to 5:00pm. ",Service/Intake (323) 564-7911,www.kaiserpermanente.org/locations/calif,,,1095,"The center provides counseling services, early childhood education and youth services for Watts residents of all ages, including people who are not Kaiser Health Plan members.",90002,http://egis3.lacounty.gov/lms/?p=1095,publish,33.943439,-118.248718,2015-03-11T11:42:08.000Z,,,6486232.72852947,1801889.93750732
-118.608416055882032,34.219491966344499,98934374,211,,Health and Mental Health,Mental Health Counseling,,,Valley Women's Center,22110 Roscoe Blvd.,,Canoga Park,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake (818) 713-8700,  FAX (818) 713-8585",www.valleywomenscenter.com,,,1096,"The center provides counseling, substance abuse services, volunteer opportunities and welfare-to-work support services primarily for women and their family members who live in the San Fernando Valley.",91304,http://egis3.lacounty.gov/lms/?p=1096,publish,34.219492,-118.608416,2013-06-01T11:50:56.000Z,,,6377743.26014139,1902814.26977898
-118.189544056161012,33.793051967677819,98934378,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County Department Of Mental Health - Long Beach Mental Health Services - Access Line,1975 Long Beach Blvd.,,Long Beach,CA,"Hotline Hours:  Monday through Sunday, 24 hours per day. ","Access Line and PMRT After Hours/Weekends Service/Intake and Hotline (800) 854-7771, for Warm Transfer only. Administrative (562) 218-4044",dmh.lacounty.gov,,,1106,"The center provides employment services, mental health services, and welfare-to-work support services for adults in the Long Beach area.",90806,http://egis3.lacounty.gov/lms/?p=1106,publish,33.793052,-118.189544,2013-06-01T11:50:56.000Z,,,6504077.31882447,1747121.37512864
-118.189991356481272,33.824662057572141,98934380,211,,Health and Mental Health,Mental Health Counseling,,,Guidance Center - North Long Beach Intensive Services,3711 N Long Beach Blvd,,Long Beach,CA,"Monday through Friday, 8:00am to 6:00pm. ","Service/Intake and Administration (562) 595-1159, Access Line Service/Intake (562) 485-3085,  Information Only (562) 216-1700",www.tgclb.org,,,1107,"The center provides mental health services, welfare-to-work support services and youth services.",90807,http://egis3.lacounty.gov/lms/?p=1107,publish,33.82466209,-118.1899913,2013-06-01T11:50:56.000Z,,,6503963.14976147,1758625.37541457
-118.396020055520225,33.920336966994853,98934383,211,,Health and Mental Health,Mental Health Counseling,,,South Bay Center For Counseling,360 N. Sepulveda Blvd.,,El Segundo,CA,,"FAX (310) 414-2096,  Service/Intake (310) 414-2090",www.sbaycenter.com,,,1108,"The center provides child abuse services, family support services, information and referral and mental health services for people of all ages who live in Los Angeles County.",90245,http://egis3.lacounty.gov/lms/?p=1108,publish,33.920337,-118.39602,2013-06-01T11:50:56.000Z,,,6441522.2483968,1793625.95206681
-117.897569056614103,33.994663967722765,98934417,211,,Health and Mental Health,Mental Health Counseling,,,Pacific Clinics - Asian Pacific Family Center - East,18623 Gale Ave.,,City of Industry,CA,"Monday through Friday, 9:00am to 5:00pm. ",Service/Intake (626) 839-0300,www.pacificclinics.org,,,1144,The center provides mental health and welfare-to-work support services for San Gabriel Valley residents of all ages.,91748,http://egis3.lacounty.gov/lms/?p=1144,publish,33.994664,-117.897569,2013-06-01T11:50:56.000Z,,,6592719.27178955,1820454.30064097
-118.159740056232195,33.864915967268836,98934421,211,,Health and Mental Health,Mental Health Counseling,,,Mental Health Urgent Care Center At Long Beach,6060 Paramount Blvd.,,Long Beach,CA,"Monday through Friday, 8:00am to 7:00pm.  Doctor hours are 11:00am to 7:00pm; open all major holidays. ","FAX (562) 790-1867,  Service/Intake and Administration (562) 790-1860",www.telecarecorp.com,,,1146,"The center provides mental health services for adults, age 18 and over, in Los Angeles County.",90805,http://egis3.lacounty.gov/lms/?p=1146,publish,33.864916,-118.15974,2013-06-01T11:50:56.000Z,,,6513174.82786039,1773258.79496656
-118.184271056206271,34.104328967253203,98934424,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County Department Of Mental Health - Northeast Los Angeles - Access Line,5321 Via Marisol,,Los Angeles,CA,"Hotline Hours:  Monday through Sunday, 24 hours per day. ","Access Line and PMRT After Hours/Weekends Service/Intake and Hotline (800) 854-7771, for Warm Transfer only. Administrative (562) 651-3900",,,,1149,"The center provides mental health services for adults welfare-to-work support services mentally/emotionally disturbed persons who live in the Northeast Health District which includes Lincoln Heights, Highland Park, El Sereno, and parts of Glassell Park.",90042,http://egis3.lacounty.gov/lms/?p=1149,publish,34.104329,-118.184271,2013-06-01T11:50:56.000Z,,,6505887.18397114,1860398.84509556
-117.886172056760941,34.08023896721965,98934426,211,,Health and Mental Health,Mental Health Counseling,,,Center For Integrated Family And Health Services,540 S. Eremland Dr.,,Covina,CA,"Monday through Friday, 9:00am to 7:00pm; evening and weekend hours available by appointment only. ","FAX (626) 967-1339, Children Appointments Service/Intake (626) 967-5103, Adult Appointments Service/Intake and Administration (626) 966-1577",www.cifhs.org,,,1151,The center provides counseling services for families in the San Gabriel Valley.,91723,http://egis3.lacounty.gov/lms/?p=1151,publish,34.080239,-117.886172,2013-06-01T11:50:56.000Z,,,6596138.66718172,1851600.42962156
-118.292976055362502,33.737083967496723,98934427,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles Unified School District - Mental Health Center - San Pedro,704 W. 8th St.,,San Pedro,CA,,"Service/Intake (310) 832-7545,  FAX (310) 833-8580",NULL,,,1153,"The center provides mental health services for Los Angeles Unified School District students who live in the LAUSD District 8 area which serves zip codes 90044, 90047, 90061, 90020, 90221, 90247, 90248, 90249, 90250, 90275, 90303, 90501, 90502, 90505, 90710, 90717, 90731, 90732, 90744, 90745, 90746, 90802, 90805 and 90810.",90731,http://egis3.lacounty.gov/lms/?p=1153,publish,33.737084,-118.292976,2013-06-01T11:50:56.000Z,,,6472590.17412172,1726828.5131554
-118.501178856479996,34.191897556910604,98934428,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles Unified School District - Mental Health Center - San Fernando Valley,6651 Balboa Blvd,,Van Nuys,CA,,"FAX (818) 996-9850,  Service/Intake (818) 997-2640",NULL,,,1154,The center provides mental health services for Los Angeles Unified School District students who live in the San Fernando Valley.,91406,http://egis3.lacounty.gov/lms/?p=1154,publish,34.19189759,-118.5011788,2013-06-01T11:50:56.000Z,,,6410111.21148147,1892593.3607589
-118.341097055679938,33.907445967382017,98934429,211,,Health and Mental Health,Mental Health Counseling,,,Richstone Family Center,13620 Cordary Ave.,,Hawthorne,CA,,"Service/Intake and Administration (310) 970-1921,  FAX (310) 978-1660",www.richstonefamily.org,,,1156,"The center provides mental health services for low-income and at-risk families, and volunteer opportunities for people, age 16 and older, who live in Los Angeles.",90250,http://egis3.lacounty.gov/lms/?p=1156,publish,33.907446,-118.341097,2013-06-01T11:50:56.000Z,,,6458169.2899058,1788873.5524509
-118.072191056933022,34.160905967038104,98934430,211,,Health and Mental Health,Mental Health Counseling,,,Caps Pasadena,3740 E. Sierra Madre Blvd.,,Pasadena,CA,,"FAX (626) 577-8978,  Service/Intake and Administration (626) 351-5427",www.centerforagingresources.org/,,,1158,The center provides services for older adults and their families and professional education for people who provide services to older adults.,91107,http://egis3.lacounty.gov/lms/?p=1158,publish,34.160906,-118.072191,2013-06-01T11:50:56.000Z,,,6539831.19843206,1880944.96935757
-117.914908056815378,34.065087966725443,98934434,211,,Health and Mental Health,Mental Health Counseling,,,Caps West Covina,520 S. Lark Ellen Ave.,,West Covina,CA,,"Service/Intake and Administration (626) 917-4484,  FAX (626) 917-4475",www.centerforagingresources.org/,,,1159,The center provides services for older adults and their families and professional education for people who provide services to older adults.,91791,http://egis3.lacounty.gov/lms/?p=1159,publish,34.065088,-117.914908,2013-06-01T11:50:56.000Z,,,6587441.76856506,1846078.08239856
-118.396639056137843,34.169451966342059,98934439,211,,Health and Mental Health,Mental Health Counseling,,,Center For Individual And Family Counseling,5445 Laurel Canyon Blvd.,,North Hollywood,CA,"SITE HOURS: Monday through Friday 9:00am to 8:00pm; Saturday and Sunday, 9:00am to 5:00pm. ",Service/Intake (818) 761-2227,www.cifc1.org,,,1161,The center provides counseling services for people of all ages.,91607,http://egis3.lacounty.gov/lms/?p=1161,publish,34.169452,-118.396639,2013-06-01T11:50:56.000Z,,,6441692.18145588,1884283.88328339
-118.451571055835842,34.201077966840963,98934441,211,,Health and Mental Health,Mental Health Counseling,,,San Fernando Valley Community Mental Health Center - Project Safe -,14624 Sherman Way,,Van Nuys,CA,"Monday and Wednesday, 8:30am to 9:00pm; Tuesday, Thursday and Friday, 8:30am to 5:00pm. ","Service/Intake (818) 376-6880,  FAX (818) 376-6888",www.movinglivesforward.org,,,1162,"The center provides mental health services, residential mental health services, welfare-to-work support services and shelter for children, age 0 to 15; transitional age youth, age 16 to 25; adults, age 26 to 59; older adults over 60; and families who live in the San Fernando Valley (SPA 2).",91405,http://egis3.lacounty.gov/lms/?p=1162,publish,34.201078,-118.451571,2013-06-01T11:50:56.000Z,,,6425127.77462414,1895863.14818256
-118.454248056603248,34.279362966161429,98934442,211,,Health and Mental Health,Mental Health Counseling,,,San Fernando Valley Community Mental Health Center - Cal Works Supportive Services,11565 Laurel Canyon Blvd.,,Mission Hills,CA,"Monday through Friday, 9:00am to 5:00pm. ",CalWORKs Service/Intake (818) 838-1352,www.movinglivesforward.org,,,1163,"The center provides mental health services, residential mental health services, welfare-to-work support services and shelter for children, age 0 to 15; transitional age youth, age 16 to 25; adults, age 26 to 59; older adults over 60; and families who live in the San Fernando Valley (SPA 2).",91340,http://egis3.lacounty.gov/lms/?p=1163,publish,34.279363,-118.454248,2013-06-01T11:50:56.000Z,,,6424447.07421389,1924355.83561964
-118.034828056271948,33.971679967454975,98934445,211,,Health and Mental Health,Mental Health Counseling,,,Intercommunity Counseling Center,7702 Washington Ave.,,Whittier,CA,"Monday through Friday, 9:00am to 8:00pm. ","FAX (562) 698-1274,  Service/Intake (562) 698-1272",iccwhittier.org,,,1164,The center provides psychological counseling services for people of all ages.,90602,http://egis3.lacounty.gov/lms/?p=1164,publish,33.97168,-118.034828,2013-06-01T11:50:56.000Z,,,6551110.34778972,1812075.94928747
-118.027850057220533,34.132217966616771,98934453,211,,Health and Mental Health,Mental Health Counseling,,,Arcadia Presbyterian Church - Counseling Center,700 S. First Ave.,,Arcadia,CA,"Monday through Friday, 9:00am to 5:00pm; closed 12:00 noon to 1:00pm; evening appointments are available. ",Message/Answering Service (626) 445-1078,www.arcadiapres.org,,,1172,"The church provides emergency food, holiday assistance and mental health services for adults, adolescents and children.",91006,http://egis3.lacounty.gov/lms/?p=1172,publish,34.132218,-118.02785,2013-06-01T11:50:56.000Z,,,6553242.28775156,1870498.20711464
-118.139195056162762,34.14919296662903,98934458,211,,Health and Mental Health,Mental Health Counseling,,,Fuller Psychological And Family Services,180 N. Oakland Ave.,,Pasadena,CA,"Monday through Thursday, 8:00am to 8:00pm; Friday, 8:00am to 4:00pm.  Evening and weekend appointments may be available. ","Fees - Dr. Stacy Amano Information Only (626) 396-6044,  Service/Intake (626) 584-5555",,,,1175,The clinic provides Christian-oriented counseling services for people of all ages.,91101,http://egis3.lacounty.gov/lms/?p=1175,publish,34.149193,-118.139195,2013-06-01T11:50:56.000Z,,,6519555.34233031,1876703.71176398
-118.391153055898272,33.976901966797776,98934459,211,,Health and Mental Health,Mental Health Counseling,,,Pepperdine University Psychological And Educational Clinic,6100 Center Dr.,Pepperdine University Plaza| Suite 559,Los Angeles,CA,"Monday through Friday, 9:00am to 7:30pm. ","Service/Intake and Administration (310) 568-5752,  FAX (310) 568-2342",gsep.pepperdine.edu/clinics/,,,1176,The clinic provides counseling for people of all ages who live in Los Angeles County.,90045,http://egis3.lacounty.gov/lms/?p=1176,publish,33.976902,-118.391153,2013-06-01T11:50:56.000Z,,,6443078.93918106,1814205.25474015
-118.499671055415035,34.158795966406039,98934460,211,,Health and Mental Health,Mental Health Counseling,,,Pepperdine University Community Counseling Center,16830 Ventura Blvd.,,Encino,CA,"Monday through Friday, 9:00am to 7:00pm. ","FAX (818) 501-1680,  Service/Intake and Administration (818) 501-1678",gsep.pepperdine.edu/clinics/encino/,,,1177,The clinic provides counseling services for low-income people of all ages.,91436,http://egis3.lacounty.gov/lms/?p=1177,publish,34.158796,-118.499671,2013-06-01T11:50:56.000Z,,,6410507.29336648,1880544.97048564
-118.011574056760054,33.906439966927962,98934461,211,,Health and Mental Health,Mental Health Counseling,,,Straight Talk Inc - La Mirada,13710 La Mirada Blvd.,,La Mirada,CA,"Monday through Friday, 9:00am to 9:00pm. ",Service/Intake (562) 943-0195,,,,1178,The clinic provides counseling services for people of all ages who live in La Mirada.,90638,http://egis3.lacounty.gov/lms/?p=1178,publish,33.90644,-118.011574,2013-06-01T11:50:56.000Z,,,6558158.31663339,1788332.04106672
-118.321473055802926,34.101822966754099,98934464,211,,Health and Mental Health,Mental Health Counseling,,,Saban Free Clinic - Hollywood Health Center,6043 Hollywood Blvd.,,Los Angeles,CA,,"Appointments Service/Intake (323) 653-1990,  Administrative (323) 462-8632,  FAX (323) 462-6731",www.thesabanfreeclinic.org,,,1183,"The clinic provides counseling services, dental services, health services, HIV/AIDS, and youth services for people of all ages in Los Angeles County.",90028,http://egis3.lacounty.gov/lms/?p=1183,publish,34.101823,-118.321473,2013-06-01T11:50:56.000Z,,,6464350.12268847,1859591.35556881
-118.275815056006394,34.087036967184709,98934469,211,,Health and Mental Health,Mental Health Counseling,,,Hollywood Sunset Free Clinic,3324 W. Sunset Blvd.,,Los Angeles,CA,"Monday, Tuesday, Wednesday, Friday, 10:00am to 8:00pm; Thursday, 10:00am to 7:00pm. ","Counseling Dept. Service/Intake (323) 661-6782, Main Number Service/Intake (323) 660-2400,  Administrative (323) 660-7959, Mental Health Counseling Service/Intake (323) 661-0718, Berda Paradise Thrift Store Service/Intake (323) 661-8246, CARA A CARA/tatto",www.hsfreeclinic.org,,,1184,"The clinic provides counseling services, health service, HIV/AIDS services, and holiday assistance for people of all ages in Los Angeles County.",90026,http://egis3.lacounty.gov/lms/?p=1184,publish,34.087037,-118.275815,2013-06-01T11:50:56.000Z,,,6478157.46384014,1854169.40643898
